ID,Harvest_Method,Cultivar_Type,Soil_Structure,Runoff,Soil_Texture,Organic_Matter_Content
3262,Mecanizada,Hibrido,ATERRONADA,LENTO,Ar,MEDIA
3265,Mecanizada,OGM,ATERRONADA,NINGUNO,Ar,MEDIA
3292,Mecanizada,OGM,ATERRONADA,LENTO,Ar,MEDIA
3293,Mecanizada,OGM,ATERRONADA,LENTO,Ar,MEDIA
3302,Mecanizada,OGM,ATERRONADA,LENTO,Ar,MEDIA
3303,Mecanizada,Hibrido,MASIVA,NINGUNO,Ar,MEDIA
3304,Mecanizada,OGM,ATERRONADA,LENTO,Ar,MEDIA
3305,Mecanizada,OGM,MASIVA,NINGUNO,Ar,MEDIA
3311,Mecanizada,OGM,MASIVA,LENTO,Ar,MEDIA
3157,Mecanizada,Hibrido,ATERRONADA,LENTO,Ar,MEDIA
3159,Manual,OGM,ATERRONADA,LENTO,Ar,MEDIA
3165,Mecanizada,OGM,MASIVA,LENTO,Ar,MEDIA
3145,Manual,Hibrido,MASIVA,LENTO,Ar,MEDIA
3147,Mecanizada,Hibrido,ATERRONADA,NINGUNO,Ar,MEDIA
3164,Mecanizada,Hibrido,MASIVA,NINGUNO,Ar,MEDIA
3146,Manual,Hibrido,MASIVA,LENTO,Ar,MEDIA
3148,Manual,Hibrido,ATERRONADA,NINGUNO,Ar,MEDIA
3158,Mecanizada,Hibrido,MASIVA,LENTO,Ar,MEDIA
3160,Mecanizada,Hibrido,ATERRONADA,NINGUNO,Ar,MEDIA
3161,Mecanizada,OGM,MASIVA,LENTO,Ar,BAJA
3171,Mecanizada,OGM,MASIVA,NINGUNO,Ar,MEDIA
